ID	score
26458817	108.90752010915764
26459778	1418.216286489707
26459922	739.5782605939223
26460076	729.5587023923845
26460330	1483.3605268350834
26460700	1475.6797659324861
26460701	1416.7314958293537
26460828	1368.6467617229232
26460829	1480.116093793085
26460830	1480.1144470745512
26461451	1411.2208267715564
26461539	1414.2911647450678
26461540	135.34442403685824
26464272	1406.3688142120777
26464668	1467.0599852774424
26464669	704.4013459759863
26467061	1310.6220718033476
26470704	1240.1155152034871
26472023	1493.9877467288354
26473092	1223.4121285043318
26479568	1175.6419587679275
26480216	1205.7203195361462
26480982	1177.2905901264112
26480983	1198.5115352853497
26483248	1186.2400081712583
26491808	1198.0883656129572
26493228	1203.926133144774
26494764	1160.2401308730484
26498758	1483.7051469527348
26499817	1482.9334576059498
26503032	981.3482631460553
26503938	1042.892356806278
26503989	1463.4870330896708
26503990	1426.1055860487068
26507201	1039.4205089912605
26507202	1036.8191978659238
26511206	1128.0046055282048
26512476	1202.0025035995586
26513520	167.83747879724558
26516651	1201.0325045247632
26520906	1195.5733023107705
26523292	168.48631924055215
26526926	1203.1076221234187
26527238	1178.4608976239567
26527759	1203.9936234386535
26530816	168.89652891418538
26530818	167.83955250956183
26531737	1126.0378445874005
26531738	1197.7235263604416
26531740	1171.1542617506607
26536628	706.3365611165474
26541000	1402.4256725023974
26541001	1446.904862150113
26542042	1234.373628491678
26545334	840.5314992460463
26548056	1042.0427127265968
26560848	163.28653207126828
26560852	163.82413890944352
26560859	162.54625666192922
26564796	169.26100512935363
26565187	168.08836351377934
26572880	1204.0718625354195
26572881	1198.980098837439
26573557	167.88724658127498
26578027	1480.7091818510537
26583747	1235.2841716577495
26584261	1432.7242633734977
26584744	1038.5836163795475
26586779	1346.7956977776003
26587965	1413.9102068576174
26588136	1231.5123060315113
26588137	1239.2285091895708
26588138	1237.6929470080372
26588186	1429.3476179559268
26589077	1238.524670711038
26589973	-9.323283669874286
26591423	1182.0615583359968
26591425	1234.7832156276427
26599122	1197.8096560141462
26599769	1204.1595489402391
26612053	1329.9475274143279
26613226	167.76904362373517
26613231	167.33135065686895
26617363	-360.86892836183006
26617364	1444.7466467595318
26617365	1444.8084967625725
26617773	1196.7464383124382
26625082	1490.444921389684
