ID	score
26458817	122.349991862906
26459778	1418.242366223092
26459922	739.5947246435178
26460076	729.5587023923845
26460330	1483.3657531830017
26460700	1475.6783480682484
26460701	1416.7334788555468
26460828	1387.2408224909486
26460829	1480.1160349737665
26460830	1480.1161847403964
26461451	1411.2202411132564
26461539	1414.292184433546
26461540	338.38401017069344
26464272	1406.3689261666996
26464668	1467.06570181445
26464669	704.4013459759863
26467061	1310.5262727621248
26470704	1240.0997263380857
26472023	1487.3182685609193
26473092	1223.4029689116453
26479568	1199.5220716659046
26480216	1205.7032708849595
26480982	1177.223930791814
26480983	1026.945782016045
26483248	1186.683897280319
26491808	1197.513235662451
26493228	1203.9288652898201
26494764	1237.3144963877269
26498758	1326.5787019439426
26499817	1482.9318565648318
26503032	1002.6884020814659
26503938	1042.8390599611157
26503989	1466.0004516353795
26503990	1423.4146649283014
26507201	1039.395933687861
26507202	1023.6730476503686
26511206	1128.0046055282048
26512476	1202.0015982548086
26513520	167.83747879724558
26516651	1201.0280848058442
26520906	1198.1710260739876
26523292	168.48631924055215
26526926	1203.0989552563417
26527238	1174.289509806438
26527759	1204.7462326572077
26530816	168.89652891418538
26530818	167.84784731129955
26531737	1126.0706600333879
26531738	1200.1327222311108
26531740	1199.909891704209
26536628	706.3365611165474
26541000	1401.5553954328363
26541001	1075.8315575340068
26542042	1234.3766222892705
26545334	837.9670789176787
26548056	1040.5183860463183
26560848	163.28653207126828
26560852	163.82413890944352
26560859	162.54625666192922
26564796	169.26100512935363
26565187	168.08836351377934
26572880	1202.219942580204
26572881	1200.6693593222888
26573557	167.87895214065662
26578027	1480.6910970270803
26583747	1235.2808509275721
26584261	1485.6328061531701
26584744	1041.8511580609206
26586779	284.15434328798585
26587965	1413.8397652632875
26588136	1231.9842909291303
26588137	1239.2332238014726
26588138	1224.6857807027363
26588186	1429.3477853487586
26589077	1238.5285469676494
26589973	619.1407979440618
26591423	1229.8578011776601
26591425	1231.984079369194
26599122	1197.8083913310165
26599769	1204.3640775368342
26612053	1332.9891901836577
26613226	167.76904362373517
26613231	167.33135065686895
26617363	794.0085151872156
26617364	1444.7786935605277
26617365	1444.8526792795574
26617773	1196.6569744247558
26625082	1491.7936020804746
26627499	1025.6712010364572
26627629	977.5533653337441
26627776	1463.587636866887
26628231	1442.0574620110349
26628408	1481.983765484228
26628452	1499.3855116774553
26628524	1462.0964162602702
26628525	1264.9573373201836
26628526	1492.3330976197785
26628527	1465.0152735047361
26628528	1463.6914401677393
26628529	1487.1346976590355
26628530	1482.1679725610868
26629090	1487.5734029321409
26629297	1491.5584501364478
26629407	745.1419570435834
26629429	1488.7051452715432
26629777	1486.593785522486
26629847	1421.6331760132105
26629976	1350.9461040623112
26630077	1476.340073619182
26630169	1005.958429584756
26630204	1483.1623671437458
26630805	1487.6858408026333
26630887	1465.893528976891
26630924	1484.5372503936344
26631534	1484.873230712631
26631546	1489.5843711974999
26631636	1488.0084856384444
26631687	940.1922329433513
26655170	1494.219863155996
26656004	168.6458671586382
26656018	1486.7061042904386
26657300	1205.0840958987772
26657329	1257.2425643341796
26657395	1198.6610315049384
26658133	1387.4748952291702
26658417	1430.2273768086236
26658984	1176.1692207566869
26658985	742.0444216823898
26659222	167.89968809969594
26659511	168.8198875858617
26661122	1388.3985989298112
26661123	675.3629407352606
26661130	1479.2321797389843
26661131	1467.4638773619595
26661286	1435.6029353833908
26662342	1490.9551547791937
26662638	901.5037192977779
26662765	1459.2060379126042
26663755	1488.7362585582052
26664038	943.7122821959988
26664039	1470.5412636504961
26664406	1493.6890906236438
26664997	1284.7202555192025
26665024	1493.5165091319086
26665193	1490.048655255549
26665223	1237.6714308404075
26665224	1238.1810781756592
26665307	1482.551954887608
26665837	1488.5237217976571
26666717	1495.7449648950026
26666739	664.211951378668
26666989	1473.8203731071
26667176	1480.2869707344157
26667177	1493.0688397936367
26667294	1470.368868642016
26667562	1485.5249035014515
26667655	1479.1256016737466
26668374	1461.0332999167833
26668456	1490.2441354836017
26669083	1483.314859937981
26669160	1488.886189649743
26669521	1468.7897947964739
26669522	1331.0366901612952
26669848	1040.5360578371517
26669895	1486.342473968123
26669896	1480.0521199960053
26670465	1488.906848574451
26670467	1487.8953925136234
26670719	1492.1526867024766
26670842	1356.002290990465
26671168	1480.925124371593
26671440	1236.7180813198772
26671780	1488.7074736929762
26671821	1484.453897252709
26671916	1234.790522606112
26672203	1230.7698483457298
26672350	1207.1272204426016
26672495	1234.204143203432
26672554	1495.4245313575686
26672977	1235.2642478577202
26673158	1397.3453038759048
26673202	1468.1582359675551
26673213	1476.3047228355122
26673214	1485.4150426635472
26673215	1267.5376817945846
26674389	1489.2913849812958
26674484	1484.9715932549143
26675024	744.8310575655295
26675025	1485.1966498449547
26675332	1435.6301297552138
26675333	745.5917486240529
26675424	1472.8467677079798
26675735	1482.8374471953332
26676193	1471.5197618657655
26676195	1484.0687999170163
26676266	1062.2487566067725
26676268	1180.63747045423
26676473	1491.425676075406
26676967	167.54918648926784
26678175	1474.0304507676374
26678832	1425.644192169528
26680814	1478.296168272209
26683236	1495.7504437948787
26684278	1489.601034607014
26684405	1377.4030427311018
26684745	634.939103364524
26684747	1489.3864557909938
26684943	1485.8273845684175
26685129	1413.6652722440292
26685860	1492.5221271867395
26686619	1487.7381715406025
26688048	1475.147035690878
26689002	1024.8219775728348
26689243	1203.2096306378266
26689918	1426.4452498310657
26690086	1445.4995571303384
26690439	1483.1537532054313
26690462	1488.8979478036947
26691130	1445.0279918224278
26691153	505.2928745144985
26691261	1208.339503141893
26691514	1428.340550118086
26691684	1204.16173382348
26691992	1202.730685918685
26692095	1200.6377021385372
26692345	1201.993897339515
26692782	1489.7338988650692
26692895	1202.0795612662396
26692928	1187.4980527857647
26693123	1202.1984354247875
26693570	1200.504789380885
26693662	1201.360522585955
26693692	1171.6579059652652
26693914	1199.9800861566073
26694193	1203.8341860137557
26694219	1195.9948895480982
26694256	1460.4753460882534
26694595	1202.0764781803935
26695129	1449.6691040383366
26695136	1200.7930407946076
26695150	1441.5274377225705
26695508	1203.016350484696
26695509	1189.5549350058918
26695510	1203.5185920251072
26696062	1482.2801914126326
26696063	734.4386340934398
26696085	1204.286918581389
26696183	1488.9184529405175
26696718	1206.1105280006957
26696719	1192.2921221170877
26696720	966.1975542766444
26696722	1197.9183493079117
26697349	1200.4767643405598
26697351	1199.964826831816
26697353	1161.8433270510043
26697580	1479.2530313737793
26698061	1187.9240558813942
26698062	1206.0815078141054
26698102	1237.7447733861866
26698107	1235.6076105207171
26698617	1201.7328414792405
26698911	1489.7127005983396
26699107	1200.4014547127142
26699334	1203.963087226606
26699335	1203.9858597257228
26699336	1204.0304504940616
26699595	1200.4321827498866
26700150	167.9909206784017
26700430	1204.217546553213
26700553	1236.6051687561794
26700799	1483.7751877942167
26700800	1483.2709014139775
