ID	score	actType	legMode
26458817	108.90752010915764	home		
26459778	1418.216286489707	home	car	
-	-	work	car	
-	-	home		
26459922	739.5782605939223	home	car	
-	-	work	car	
-	-	home		
26460076	729.5587023923845	home	bike	
-	-	work	bike	
-	-	home		
26460330	1483.3605268350834	home	car	
-	-	work	car	
-	-	home		
26460700	1475.6797659324861	home	car	
-	-	work	car	
-	-	home		
26460701	1416.7314958293537	home	car	
-	-	work	car	
-	-	home		
26460828	1368.6467617229232	home	walk	
-	-	work	walk	
-	-	home		
26460829	1480.116093793085	home	car	
-	-	work	car	
-	-	home		
26460830	1480.1144470745512	home	car	
-	-	work	car	
-	-	home		
26461451	1411.2208267715564	home	car	
-	-	work	car	
-	-	home		
26461539	1414.2911647450678	home	car	
-	-	work	car	
-	-	home		
26461540	135.34442403685824	home	bike	
-	-	work	bike	
-	-	home		
26464272	1406.3688142120777	home	car	
-	-	work	car	
-	-	home		
26464668	1467.0599852774424	home	car	
-	-	work	car	
-	-	home		
26464669	704.4013459759863	home	car	
-	-	work	car	
-	-	home		
26467061	1310.6220718033476	home	walk	
-	-	work	walk	
-	-	home		
26470704	1240.1155152034871	home	car	
-	-	shopping	car	
-	-	home		
26472023	1493.9877467288354	home	car	
-	-	work	car	
-	-	home		
26473092	1223.4121285043318	home	pt	
-	-	shopping	pt	
-	-	home		
26479568	1175.6419587679275	home	car	
-	-	other	car	
-	-	home		
26480216	1205.7203195361462	home	car	
-	-	other	car	
-	-	home		
26480982	1177.2905901264112	home	pt	
-	-	other	pt	
-	-	home		
26480983	1198.5115352853497	home	car	
-	-	other	car	
-	-	home		
26483248	1186.2400081712583	home	car	
-	-	other	car	
-	-	home		
26491808	1198.0883656129572	home	car	
-	-	other	car	
-	-	home		
26493228	1203.926133144774	home	car	
-	-	other	car	
-	-	home		
26494764	1160.2401308730484	home	walk	
-	-	shopping	walk	
-	-	home		
26498758	1483.7051469527348	home	car	
-	-	work	car	
-	-	home		
26499817	1482.9334576059498	home	car	
-	-	work	car	
-	-	home		
26503032	981.3482631460553	work	car	
-	-	other		
26503938	1042.892356806278	work	car	
-	-	other		
26503989	1463.4870330896708	home	car	
-	-	work	car	
-	-	home		
26503990	1426.1055860487068	home	car	
-	-	work	car	
-	-	home		
26507201	1039.4205089912605	work	car	
-	-	other		
26507202	1036.8191978659238	work	car	
-	-	other		
26511206	1128.0046055282048	home	car	
-	-	other	car	
-	-	home		
26512476	1202.0025035995586	home	car	
-	-	other	car	
-	-	home		
26513520	167.83747879724558	other	car	
-	-	other		
26516651	1201.0325045247632	home	car	
-	-	other	car	
-	-	home		
26520906	1195.5733023107705	home	car	
-	-	other	car	
-	-	home		
26523292	168.48631924055215	other	car	
-	-	other		
26526926	1203.1076221234187	home	car	
-	-	other	car	
-	-	home		
26527238	1178.4608976239567	home	walk	
-	-	other	walk	
-	-	home		
26527759	1203.9936234386535	home	bike	
-	-	other	bike	
-	-	home		
26530816	168.89652891418538	other	car	
-	-	other		
26530818	167.83955250956183	other	car	
-	-	other		
26531737	1126.0378445874005	home	car	
-	-	other	car	
-	-	home		
26531738	1197.7235263604416	home	car	
-	-	other	car	
-	-	home		
26531740	1171.1542617506607	home	twoway_vehicle	
