ID	score
26458817	124.86199702496538
26459778	1418.031253925211
26459922	739.6029565523969
26460076	729.5587023923845
26460330	1483.36519440834
26460700	1475.6793876190502
26460701	1416.7195785891215
26460828	1494.2336448497472
26460829	1110.6844602898736
26460830	1480.1157628448886
26461451	1411.2210027701597
26461539	1414.2775009548645
26461540	1371.5839878619277
26464272	232.63641775517556
26464668	231.29652860742146
26464669	704.4013459759863
26467061	1489.8514456874918
26470704	1240.3246254801702
26472023	1485.6950705732463
26473092	1237.7083943316038
26479568	1180.8677230867825
26480216	1205.722518726598
26480982	1198.4156490835455
26480983	1179.4760032349577
26483248	1186.6766785206607
26491808	1198.1011086925375
26493228	1203.90967939282
26494764	1237.2904422126542
26498758	1326.548114067979
26499817	1482.9337356774784
26503032	1004.598119865458
26503938	1042.8925372953345
26503989	1466.000963441789
26503990	1425.9803083408028
26507201	1038.562499758779
26507202	1023.5147847067152
26511206	1045.820348594973
26512476	1201.992362202677
26513520	167.83747879724558
26516651	1201.020990720302
26520906	1198.1681153405957
26523292	168.48631924055215
26526926	1192.4862520286038
26527238	1178.694323009633
26527759	1206.0592937737217
26530816	168.89652891418538
26530818	167.84784731129955
26531737	1128.1453499475242
26531738	1197.712903937926
26531740	1192.972400375395
26536628	706.3365611165474
26541000	1402.4373122171637
26541001	1446.902158657709
26542042	1234.3714200462841
26545334	845.3139630203543
26548056	1025.3560761283006
26560848	163.28653207126828
26560852	163.82413890944352
26560859	162.54625666192922
26564796	169.26100512935363
26565187	168.08421722350752
26572880	1204.0738512627256
26572881	1200.6720289547281
26573557	167.88724658127498
26578027	1480.7091182133402
26583747	1234.4530820745115
26584261	1485.7713704331936
26584744	1039.6134443801127
26586779	1462.7445911523696
26587965	1413.9171708908052
26588136	1206.9102348473896
26588137	1239.2332237491719
26588138	1237.055627336948
26588186	1429.3476031145688
26589077	1237.9319684377194
26589973	1420.3540556721357
26591423	931.0954513051272
26591425	1234.8521828938317
26599122	1197.809764794413
26599769	1204.3029690577575
26612053	1345.4025760009545
26613226	167.76904362373517
26613231	167.33135065686895
26617363	1421.4833368346074
26617364	1444.8554431549978
26617365	1444.8752997247607
26617773	1206.1311731650771
26625082	1491.793266006997
26627499	988.1264031166442
26627629	995.0125491052146
26627776	1466.7796195457045
26628231	1399.4233872739019
26628408	1228.0460098869446
26628452	1499.3825649619698
26628524	1390.397023829733
26628525	1438.9572491930435
26628526	1492.5239742360764
26628527	1462.2870654424466
26628528	1463.6857941619608
