ID	score	actType	legMode
26458817	125.68975470191174	home		
26459778	1418.2149991174185	home	car	
-	-	work	car	
-	-	home		
26459922	739.5947246435178	home	car	
-	-	work	car	
-	-	home		
26460076	729.5587023923845	home	bike	
-	-	work	bike	
-	-	home		
26460330	1483.3672013990174	home	car	
-	-	work	car	
-	-	home		
26460700	1475.679456498365	home	car	
-	-	work	car	
-	-	home		
26460701	1416.728999477233	home	car	
-	-	work	car	
-	-	home		
26460828	1494.2329772454689	home	car	
-	-	work	car	
-	-	home		
26460829	1480.1160273325424	home	car	
-	-	work	car	
-	-	home		
26460830	1480.1096433292098	home	car	
-	-	work	car	
-	-	home		
26461451	1411.2209047967315	home	car	
-	-	work	car	
-	-	home		
26461539	1414.2919029626855	home	car	
-	-	work	car	
-	-	home		
26461540	1390.576444166317	home	car	
-	-	work	car	
-	-	home		
26464272	1406.3689261666996	home	car	
-	-	work	car	
-	-	home		
26464668	234.30534645927958	home	walk	
-	-	work		
26464669	704.4013459759863	home	car	
-	-	work	car	
-	-	home		
26467061	1450.157751184227	home	bike	
-	-	work	bike	
-	-	home		
26470704	1240.3247944521547	home	car	
-	-	shopping	car	
-	-	home		
26472023	1490.1531305958808	home	car	
-	-	work	car	
-	-	home		
26473092	1237.7085178350617	home	car	
-	-	shopping	car	
-	-	home		
26479568	1097.3579367971138	home	walk	
-	-	other	walk	
-	-	home		
26480216	1205.7236254152144	home	car	
-	-	other	car	
-	-	home		
26480982	1198.4209333879205	home	car	
-	-	other	car	
-	-	home		
26480983	1179.3524428537858	home	pt	
-	-	other	pt	
-	-	home		
26483248	1126.5242228795282	home	pt	
-	-	other	pt	
-	-	home		
26491808	1198.1024887101366	home	car	
-	-	other	car	
-	-	home		
26493228	1203.9285769945914	home	car	
-	-	other	car	
-	-	home		
26494764	1235.950186698995	home	car	
-	-	shopping	car	
-	-	home		
26498758	1483.7093972795794	home	car	
-	-	work	car	
-	-	home		
26499817	1210.9899212187609	home	walk	
-	-	work	walk	
-	-	home		
26503032	1011.4167201815253	work	car	
-	-	other		
26503938	1038.0625413174964	work	car	
-	-	other		
26503989	1465.920410585221	home	car	
-	-	work	car	
-	-	home		
26503990	-263.0981676822913	home		
26507201	1039.4075943927314	work	car	
-	-	other		
26507202	1016.7071553691819	work	car	
-	-	other		
26511206	1045.820348594973	home	walk	
-	-	other	walk	
-	-	home		
26512476	1202.0024747746872	home	car	
-	-	other	car	
-	-	home		
26513520	167.83747879724558	other	car	
-	-	other		
26516651	1201.033243986078	home	car	
-	-	other	car	
-	-	home		
26520906	1197.290752450601	home	car	
-	-	other	car	
-	-	home		
26523292	168.48631924055215	other	car	
-	-	other		
26526926	1192.1430751649086	home	car	
-	-	other	car	
-	-	home		
26527238	1202.559285191941	home	car	
-	-	other	car	
-	-	home		
26527759	1206.0488984527406	home	car	
-	-	other	car	
-	-	home		
26530816	168.89652891418538	other	car	
-	-	other		
26530818	167.84784731129955	other	car	
-	-	other		
26531737	1126.0460485638266	home	car	
-	-	other	car	
-	-	home		
26531738	1194.0803147768795	home	car	
-	-	other	car	
-	-	home		
26531740	1194.5269378779783	home	car	
-	-	other	car	
-	-	home		
26536628	-210.00398892649287	home	bike	
-	-	work		
26541000	1402.3961130530763	home	car	
-	-	work	car	
-	-	home		
26541001	1446.8215414175077	home	car	
-	-	work	car	
-	-	home		
26542042	1213.2875780812728	home	pt	
-	-	shopping	pt	
-	-	home		
26545334	867.9553950665619	work	car	
-	-	other		
26548056	1038.410033385951	work	car	
-	-	other		
26560848	163.28653207126828	other	car	
-	-	other		
26560852	163.82413890944352	other	car	
-	-	other		
26560859	162.54625666192922	other	car	
-	-	other		
26564796	169.26100512935363	other	car	
-	-	other		
26565187	168.08836351377934	other	car	
-	-	other		
26572880	1204.0593445963123	home	car	
-	-	other	car	
-	-	home		
26572881	1200.5078133069894	home	car	
-	-	other	car	
-	-	home		
26573557	167.88724658127498	other	car	
-	-	other		
26578027	1480.7091425973865	home	car	
-	-	work	car	
-	-	home		
26583747	1234.0813333852843	home	car	
-	-	shopping	car	
-	-	home		
26584261	1485.7713666294298	home	car	
-	-	work	car	
-	-	home		
26584744	1036.6608987621469	work	car	
-	-	other		
26586779	281.3996578591611	home	walk	
-	-	work	walk	
-	-	home		
26587965	1413.917663593846	home	car	
-	-	work	car	
-	-	home		
26588136	1228.2599600177532	home	car	
-	-	shopping	car	
-	-	home		
26588137	1239.2246954392824	home	car	
-	-	shopping	car	
-	-	home		
26588138	1224.8187498840941	home	bike	
-	-	shopping	bike	
-	-	home		
26588186	1429.3477561855527	home	car	
-	-	work	car	
-	-	home		
26589077	1206.0530771884798	home	walk	
-	-	shopping	walk	
-	-	home		
26589973	922.4411477867443	home	pt	
-	-	work	pt	
-	-	home		
26591423	1229.862559522326	home	car	
-	-	shopping	car	
-	-	home		
26591425	1234.8448498135215	home	car	
-	-	shopping	car	
-	-	home		
26599122	1197.7402866162888	home	car	
-	-	other	car	
-	-	home		
26599769	1204.1667264842513	home	car	
-	-	other	car	
-	-	home		
26612053	1341.7141715289463	home	car	
-	-	education	car	
-	-	home		
26613226	167.75660030850727	other	car	
-	-	other		
26613231	167.32720089185258	other	car	
-	-	other		
26617363	1421.5179991027996	home	car	
-	-	work	car	
-	-	home		
26617364	1071.5395709118134	home	bike	
-	-	work	bike	
-	-	home		
26617365	1444.8726099498585	home	car	
-	-	work	car	
-	-	home		
26617773	1206.0873010989624	home	car	
-	-	other	car	
-	-	home		
26625082	1471.6910883642265	home	bike	
-	-	work	bike	
-	-	home		
26627499	976.6659633575003	work	car	
-	-	other		
26627629	980.4675116540402	work	car	
-	-	other		
26627776	1458.406788563104	home	car	
-	-	work	car	
-	-	home		
26628231	1454.9701829460766	home	car	
-	-	work	car	
-	-	home		
26628408	1481.7508760691733	home	car	
-	-	work	car	
-	-	home		
26628452	1499.2146527765924	home	car	
-	-	work	car	
-	-	home		
26628524	1420.414038621634	home	twoway_vehicle	
-	-	work	twoway_vehicle	
-	-	home		
26628525	1487.1349708299492	home	car	
-	-	work	car	
-	-	home		
26628526	1490.906435780991	home	car	
-	-	work	car	
-	-	home		
26628527	1479.8721099099887	home	car	
-	-	work	car	
-	-	home		
26628528	1492.5242979465704	home	car	
-	-	work	car	
-	-	home		
26628529	1486.6934023205285	home	car	
-	-	work	car	
-	-	home		
26628530	1453.3791956768068	home	pt	
-	-	work	pt	
-	-	home		
26629090	1496.3473588873233	home	car	
-	-	work	car	
-	-	home		
26629297	1328.3446691356207	home	walk	
-	-	work	walk	
-	-	home		
26629407	745.1419570435834	home	car	
-	-	work	car	
-	-	home		
26629429	1488.7069345740765	home	car	
-	-	work	car	
-	-	home		
26629777	1486.597318481266	home	car	
-	-	work	car	
-	-	home		
26629847	1419.6494573856928	home	car	
-	-	work	car	
-	-	home		
26629976	1475.3747951340813	home	car	
-	-	work	car	
-	-	home		
26630077	1476.3378188998004	home	car	
-	-	work	car	
-	-	home		
26630169	966.520478120087	work	car	
-	-	other		
26630204	1477.600202392186	home	car	
-	-	work	car	
-	-	home		
26630805	1487.6759506643116	home	car	
-	-	work	car	
-	-	home		
26630887	1465.881072180613	home	car	
-	-	work	car	
-	-	home		
26630924	1484.0520591555849	home	car	
-	-	work	car	
-	-	home		
26631534	1484.8673448333461	home	car	
-	-	work	car	
-	-	home		
26631546	1489.5782717500015	home	car	
-	-	work	car	
-	-	home		
26631636	1488.0264642532945	home	car	
-	-	work	car	
-	-	home		
26631687	944.0682803448965	work	car	
-	-	other		
26655170	1494.196109907228	home	car	
-	-	work	car	
-	-	home		
26656004	168.6458671586382	other	car	
-	-	other		
26656018	1493.653890024526	home	car	
-	-	work	car	
-	-	home		
26657300	1173.9327327952592	home	walk	
-	-	other	walk	
-	-	home		
26657329	1185.0029869475686	home	car	
-	-	work	car	
-	-	home		
26657395	1196.6666344559958	home	car	
-	-	other	car	
-	-	home		
