ID	score
26458817	156.60872587174504
26459778	1418.2428338193313
26459922	739.5782605939223
26460076	729.5587023923845
26460330	1483.3273169172849
26460700	1475.6797773132703
26460701	1416.7332639549018
26460828	1387.540423995753
26460829	1480.11586487886
26460830	1480.1157181469966
26461451	1411.2209866300784
26461539	1414.2787764083646
26461540	203.75367886087105
26464272	-609.3446192794634
26464668	1467.049053740949
26464669	704.4013459759863
26467061	1489.8256133903706
26470704	1240.2567725257395
26472023	1493.2545290440924
26473092	1223.2814795314089
26479568	1199.4093636511727
26480216	1205.7223343526548
26480982	1177.2037162037188
26480983	1198.5072556224532
26483248	1186.6934738300013
26491808	1198.1007672691549
26493228	1203.9089456147317
26494764	1161.2773003311027
26498758	1483.7093560347187
26499817	1482.9323667158317
26503032	1009.6233202311483
26503938	1042.888014775311
26503989	1465.998797974575
26503990	1426.1061826199473
26507201	1039.4208313481013
26507202	1026.0751450955433
26511206	1128.0046055282048
26512476	1201.5036378820066
26513520	167.83747879724558
26516651	1201.032717950965
26520906	1198.1697429242977
26523292	168.48631924055215
26526926	1203.1060209973596
26527238	1167.7930063095262
26527759	1204.572003132698
26530816	168.8944576114996
26530818	167.84784731129955
26531737	1126.078863703342
26531738	999.5117527713445
26531740	1197.9537256466554
26536628	706.3365611165474
26541000	1402.3124062680715
26541001	1446.9046364129729
26542042	1232.600297842772
26545334	799.1835630577048
26548056	1042.0461006025323
26560848	163.28653207126828
26560852	163.82413890944352
26560859	162.54625666192922
26564796	169.26100512935363
26565187	168.08836351377934
26572880	1204.057434298574
26572881	1200.6728786189599
26573557	167.88724658127498
26578027	1480.708329710318
26583747	1235.2835908646505
26584261	1485.7224881295333
26584744	1039.644240460676
26586779	1462.7434860801034
26587965	1413.2824710029404
26588136	1231.9905702164833
26588137	1239.2326461005152
26588138	1224.8620128486282
26588186	1429.3446957659858
26589077	1232.4251909993475
26589973	1397.5360744942125
26591423	1229.8632459319404
26591425	1215.7127534525257
26599122	1174.918384562724
