1209557,41698,86400,48.26,1.16
1209558,36174,259200,13.96,1
1209651,45569,86400,52.74,1.26
1209652,43094,259200,16.63,1.19
1209653,118106,345600,34.17,3.27
1209654,21879,172800,12.66,0.61
1210261,1058,86400,1.22,0.03
1210262,30096,172800,17.42,0.83
1210263,91530,172800,52.97,2.54
1210264,30105,172800,17.42,0.83
1210266,81204,172800,46.99,2.25
1210267,22839,86400,26.43,0.63
1210268,17731,172800,10.26,0.49
1210269,37822,172800,21.89,1.05
1210270,75198,172800,43.52,2.08
1210361,64680,259200,24.95,1.79
1210362,70888,345600,20.51,1.96
1210363,72185,172800,41.77,2
1210364,56285,345600,16.29,1.56
1210366,19330,86400,22.37,0.54
1210367,5660,86400,6.55,0.16
1210368,45510,172800,26.34,1.26
1210463,43761,172800,25.32,1.21
1210464,565,86400,0.65,0.02
1210466,66443,259200,25.63,1.84
1210467,38353,345600,11.1,1.06
1210468,18731,172800,10.84,0.52
1210469,19934,172800,11.54,0.55
1210470,20666,172800,11.96,0.57
1210471,115026,172800,66.57,3.19
1210561,60713,345600,17.57,1.68
1210661,66923,259200,25.82,1.85
1210762,23741,172800,13.74,0.66
1210763,22741,259200,8.77,0.63
1210764,14952,86400,17.31,0.41
1210861,80819,172800,46.77,2.24
1211161,65729,259200,25.36,1.82
1212062,72814,259200,28.09,2.02
1212063,90241,345600,26.11,2.5
1212065,24293,259200,9.37,0.67
1212066,71696,172800,41.49,1.99
1212161,17616,86400,20.39,0.49
1212162,17238,259200,6.65,0.48
1212163,62329,172800,36.07,1.73
1212164,11174,259200,4.31,0.31
1212165,10958,172800,6.34,0.3
1212261,96966,259200,37.41,2.69
1212263,24798,172800,14.35,0.69
1212264,6144,259200,2.37,0.17
1213161,88036,259200,33.96,2.44
1213162,48542,172800,28.09,1.35
1213163,89919,259200,34.69,2.49
1213164,58217,172800,33.69,1.61
1213165,17235,172800,9.97,0.48
1213166,18175,259200,7.01,0.5
1213168,76855,172800,44.48,2.13
1213261,50197,259200,19.37,1.39
1213262,26272,172800,15.2,0.73
1213263,12120,259200,4.68,0.34
1213264,30642,172800,17.73,0.85
1213265,10538,259200,4.07,0.29
1213266,96328,259200,37.16,2.67
1213267,13338,172800,7.72,0.37
1213268,27849,172800,16.12,0.77
1213269,31239,86400,36.16,0.87
1213361,71216,172800,41.21,1.97
1213362,63999,172800,37.04,1.77
1213363,47275,172800,27.36,1.31
1213364,65809,172800,38.08,1.82
1213365,34552,172800,20,0.96
1213367,43838,259200,16.91,1.22
1213368,75580,259200,29.16,2.09
1213369,109461,259200,42.23,3.03
1213370,42030,172800,24.32,1.16
1213371,52917,172800,30.62,1.47
1213372,5018,172800,2.9,0.14
1213373,106767,345600,30.89,2.96
