27166063,336,5.06
27581445,118,7.65
26914028,364,8.42
27445225,382,11.17
26769049,1,21.7
26746486,259,0
27143822,455,10.68
33624130,528,16.26
28704786,234,13.85
29051260,178,15.27
26945173,1235,6.13
27181130,223,38.03
26863191,786,28.4
26658417,390,3.63
27076531,349,10.1
27403032,408,14.81
27050544,1,9.46
28342276,773,14.47
27564862,238,58.17
27905719,165,13.11
31113577,365,11.5
28111597,786,19.44
27008203,446,12.46
26871562,122,0.37
35031325,1998,11.85
31502089,1123,8.42
26768583,233,0.26
26770364,683,5.51
29874702,209,7.56
28637897,1333,7.33
28052230,1,9.25
28665783,330,6.9
31179974,330,4.58
26693570,1,6.07
26903784,290,18.71
29612570,51,3.36
28100296,164,6.13
26986814,479,6.94
28008802,146,3.81
28479717,297,3.19
31743937,351,3.08
31089442,476,23.52
28176764,158,13.59
28170067,1,2.97
27578650,1,0
33262080,98,0
32582061,191,8.64
27851558,381,2.13
26841256,368,8.15
29414923,612,6.7
29152779,1,9.23
32022676,423,5.53
26675332,168,11.43
26716528,234,7.34
27779882,263,16.16
27564566,113,5.74
26738200,201,13.17
27641061,259,13.92
27241425,118,3.37
26746699,181,4.43
27695237,185,6.38
28952772,439,9.81
28067659,522,0
26918639,615,15.23
29550622,305,5.23
26814681,157,14
27472628,552,5.49
28932186,319,11.96
26921647,1225,7.37
29838398,191,6.75
29130643,477,32.41
27021081,1,1.86
28021585,127,9.69
27889513,196,2.64
26933106,266,8.83
29597072,288,24.25
27155595,1,9.99
33046421,1,0.87
26790781,417,6.37
28794839,1,2.18
