ID	VOT
27216981	38.58
27216982	38.58
27217285	5.03
27217332	8.05
27217556	8.26
27217572	10.18
27217713	19.03
27218011	0.02
27218259	7.69
27218579	9.95
27218910	5.37
27219349	2.37
27219414	8.95
27220037	4.67
27220516	0.97
27220543	6.22
27220544	6.22
27220868	8.37
27220869	8.37
27220870	8.37
27221101	1.58
27221300	7.99
27221781	15.45
27221782	3.32
27222151	6.48
27222162	8.85
27222164	2.46
27222646	10.99
27222647	10.99
27222648	9.45
27223492	16.01
27223501	15.35
27224009	5.35
27224082	11.16
27224373	3.03
27224962	6.03
27226476	15.05
27227665	5.59
27228454	18.16
27228574	5.39
27228575	5.39
27228692	1.93
27228693	8.07
27228877	2.72
27228878	2.72
27228892	7.85
27228914	23.57
27229154	15.76
27229470	5.15
27229481	4.8
27229533	11.57
27229534	11.57
27229645	5.8
27230124	3.29
27230208	7.03
27230232	15.44
27230320	24.22
27230436	17.53
27230488	8.83
27230595	8.06
27231217	9.11
27231534	7.16
27231599	12.84
27231600	12.84
27231854	17.46
27232037	7.38
27232038	7.12
27232355	9.97
27232891	2.68
27232894	0.0
27233404	21.24
27233682	4.8
27233780	9.83
27233933	10.63
27234136	14.1
27234446	15.33
27234474	11.22
27234682	7.43
27234921	11.17
27234991	12.63
27235000	10.71
27235040	2.97
27235454	5.89
27235455	5.89
27235542	10.41
27235632	9.25
27235825	6.83
27235932	8.76
27235949	7.19
27235950	7.19
27236380	5.18
27236459	8.6
27236548	2.23
27236626	3.69
27236661	9.09
27236688	11.67
27236731	9.18
27236732	4.95
27236734	4.95
27236736	8.91
27236752	2.17
27237118	8.93
27237220	0.37
27237905	8.98
27238009	9.98
27238263	8.78
27238478	11.51
27238590	22.77
27238630	11.42
27238700	7.51
27238782	160.06
27238794	5.57
27238844	2.85
27239129	10.76
27239132	10.76
27239397	20.35
27239398	20.35
27239525	7.07
27239582	22.82
27239872	5.53
27239951	8.72
27240057	10.09
27240065	1.32
27240066	1.32
27240849	10.99
27241036	15.33
27241082	4.04
27241131	6.08
27241305	7.57
27241425	3.37
27241449	10.95
27241998	16.74
27242034	28.08
27242139	6.72
27242268	5.32
27242517	25.41
27242658	8.37
27242818	1.67
27243483	5.1
27243523	16.7
27244115	1.38
27244196	0.68
27244696	14.13
27244697	14.13
27244699	14.13
27245075	2.35
27245076	2.35
27245244	7.05
27246390	8.8
27247253	5.28
27247684	12.78
27248384	58.25
27248391	7.39
27248587	7.62
27248864	9.85
27249121	5.48
27249206	0.2
27249301	16.63
27249933	1.16
27250150	11.55
27250679	2.82
27251027	19.25
27251320	2.27
27251392	1.72
27251461	4.14
27252169	8.11
27252170	4.98
27252612	0.17
27252895	11.14
27252897	11.14
27253150	12.27
27254053	16.72
27254834	0.37
27254907	8.74
27254909	8.74
27254912	8.74
27254913	8.74
27255032	6.38
27255706	16.7
27255739	0.56
27256039	17.23
27256040	17.23
27256146	12.07
27256296	10.44
27257059	17.98
27257114	4.57
27257155	6.55
27257203	14.88
27257204	14.88
27257283	7.24
27257891	4.21
27258130	6.42
27258177	7.59
27258195	12.87
27258196	12.87
27258434	16.83
27258942	5.04
27259243	16.83
27259282	10.91
27259591	6.87
27259620	7.93
27259662	12.71
27259663	12.71
27259948	5.18
27259949	5.18
27260218	10.35
27260271	5.14
27260352	2.82
27260371	10.48
27260424	10.87
27260533	8.25
27260534	8.25
27260652	9.0
27260707	5.67
27260775	7.46
27261291	13.57
27261426	0.57
27261676	3.67
27261965	6.94
27261966	6.94
27262544	0.44
27263176	7.87
27263472	0.0
27263588	12.23
27264034	7.53
27264129	18.91
27264130	18.91
27264705	5.29
27264989	13.8
27265824	4.87
27265959	6.42
27266000	18.4
27266013	5.95
27266154	2.48
27266314	4.27
27266716	4.94
27267055	20.64
27267097	9.87
27267303	15.93
27267322	6.22
27267329	8.15
27267552	11.1
27267577	26.25
27267858	12.12
27268134	9.58
27268164	0.12
27268363	8.86
27268730	5.38
27268780	10.75
27269511	4.29
27269677	7.61
27269695	4.75
27269838	12.93
27270256	5.9
27270918	1.05
27271010	22.98
27271011	0.0
27271556	15.49
27271557	1.61
27271744	4.46
27271797	15.04
27271946	0.0
27272053	1.3
27272423	22.39
27272458	18.79
27272645	4.98
27272654	4.83
27272672	12.36
27272916	1.91
27273476	1.24
27273607	7.61
27273609	0.89
27273610	7.61
27273663	16.75
27274896	23.77
27275111	0.0
27275531	7.39
27276144	2.28
27276650	8.15
27276651	8.15
27277079	16.53
27277115	7.22
27277393	15.35
27277649	10.94
27278399	7.78
27278575	7.07
27279072	4.01
27279073	4.01
27279109	6.85
27279110	6.85
27279351	21.68
27279415	8.17
27279555	9.07
27279676	5.12
27279973	7.24
27280112	10.43
27280305	3.04
27281040	3.72
27281410	0.0
27281563	5.63
27281582	3.91
27281608	0.0
27282233	2.26
27282779	25.67
27282808	31.43
27282809	8.3
27282987	4.19
27283054	7.59
27283107	3.51
27283108	3.51
27283204	8.86
27283741	9.53
27285114	0.0
27285204	0.0
27285385	9.25
27285386	9.25
27285448	14.89
27285553	9.14
27285752	11.97
27285869	16.59
27286100	13.47
27286297	5.39
27286485	5.75
27286550	24.59
27286551	24.59
27287141	7.12
27287259	19.52
27287672	10.36
27287751	16.51
27287882	0.87
27288108	31.11
27288109	26.01
27288123	3.28
27288151	2.44
27288589	9.83
27288764	12.3
27289202	1.81
27289249	10.74
27289819	2.71
27289826	12.15
27290077	9.44
27290078	9.44
27290177	9.64
27290333	14.81
27290442	5.29
27290449	4.6
27290538	7.07
27290541	1.79
27290719	0.19
27291185	23.83
27291228	4.51
27291339	11.44
27291548	16.25
27291656	8.52
27291697	0.12
27291960	5.99
27292492	15.71
27292554	7.32
27292627	7.1
27292959	2.73
27293041	1.08
27293152	5.53
27293370	18.15
27293527	7.87
27293556	5.9
27293642	11.7
27293665	12.03
27294054	6.64
27294199	3.55
27294232	6.0
27294329	0.22
27294425	18.35
27294426	11.27
27294715	18.44
27294776	7.55
27294793	1.15
27294908	19.12
27295278	4.09
27295282	2.8
27295361	2.91
27295363	2.91
27295495	12.23
27295496	0.51
27295525	15.92
27295570	21.4
27295577	12.77
27295839	12.43
27295901	5.09
27296035	4.09
27296215	14.97
27296437	9.84
27297026	5.93
27297027	12.7
27297028	5.93
27297029	5.93
27297134	14.46
27297136	11.44
27297654	6.36
27297944	4.33
27297945	4.17
27297946	5.18
27297947	4.17
27298115	10.07
27298345	3.87
27298491	2.08
27298740	11.14
27298885	10.55
27299297	13.02
27299299	13.02
27299330	2.4
27299541	16.29
27299691	0.0
27300191	1.28
27300285	5.83
27300581	9.02
27300582	16.26
27300589	17.17
27300604	2.48
27301500	18.1
27301558	15.51
27301972	14.65
27302701	3.93
27302748	12.65
27302867	3.8
27303175	1.05
27303942	15.41
27303997	4.7
27304125	11.97
27304126	11.97
27304198	52.8
27304659	8.41
27304680	6.1
27305231	11.04
27305308	5.48
27306391	6.86
27306906	16.6
27307414	11.68
27307798	10.46
27307799	10.46
27307803	9.85
27307838	21.09
27307839	21.09
27308062	9.04
27308063	9.04
27308064	8.38
27308304	2.44
27308508	11.38
27308615	18.73
27308809	7.82
27308957	16.57
27309133	11.88
27309205	9.92
27309249	9.92
27309269	19.31
27309691	5.92
27309692	5.92
27309803	1.29
27310564	3.33
27311124	12.55
27311228	6.16
27311452	6.38
27311592	4.32
27311594	4.32
27311649	0.37
27312134	0.0
27312135	0.0
27312252	3.54
27312259	13.55
27312594	8.92
27313461	8.55
27314071	8.07
27314072	9.35
27314097	7.19
27314542	13.52
27314566	22.29
27314631	9.7
27314845	8.28
27315081	16.62
27315324	3.41
27315567	6.25
27316099	4.31
27316733	0.0
27316980	0.0
27317336	17.43
27317337	17.43
27317415	9.0
27317443	2.47
27317444	25.29
27317662	6.53
27317663	9.84
27317664	4.19
27317690	5.46
27317964	9.34
27318164	4.74
27318331	7.28
27318751	21.12
27318870	10.1
27319040	3.78
27319042	3.78
27319795	7.48
27319988	2.06
27320134	12.66
27320360	9.25
27320361	13.85
27320963	25.72
27321076	1.96
27321078	16.08
27321079	2.63
27321080	1.96
27321102	18.88
27321431	10.86
27321432	9.19
27321433	2.35
27321434	10.86
27321454	17.11
27321807	5.74
27321990	3.72
27322132	15.03
27322383	4.45
27322384	4.45
27322453	4.95
27322478	12.87
27322574	14.88
27322576	4.62
27322578	14.88
27322579	4.62
27322580	4.62
27322581	14.88
27322664	49.94
27322667	10.03
27323052	17.79
27323053	12.34
27323057	2.86
27323538	0.99
27323539	11.97
27323748	13.87
27323947	6.18
27323980	14.04
27324194	10.44
27324216	24.58
27324598	7.52
27324893	9.64
27324915	12.4
27324979	7.3
27325419	5.05
27325630	10.24
27325979	19.75
27325981	1.57
27326353	10.07
27326472	4.23
27326780	3.22
27326834	5.81
27327142	6.74
27327180	0.0
27327181	0.0
27327200	12.28
27327201	14.51
27327317	3.65
27327403	5.1
27327428	2.85
27327503	8.02
27327754	23.8
27328009	2.82
27328089	4.33
27328091	2.87
27328236	10.32
27328237	20.05
27328419	16.65
27328420	16.65
27328477	8.61
27328684	10.23
27328718	4.15
27328919	3.92
27329469	7.03
27329862	12.38
27330446	5.4
27330896	17.13
27331226	8.73
27331717	8.8
27331886	3.95
27331913	12.67
27332411	1.74
27332599	24.19
27332714	11.45
27333175	11.62
27333440	8.28
27333940	9.29
27333995	0.0
27334254	9.8
27334411	0.0
27334554	5.05
27334623	8.3
27334677	15.63
27334840	5.63
27334865	7.45
27336589	8.44
27336590	8.44
27336591	8.44
27336723	6.45
27336738	0.0
27336989	18.22
27337147	0.0
27337488	8.41
27337855	9.16
27338158	3.19
27338161	3.19
27338241	1.82
27338765	0.0
27338884	20.27
27339066	0.0
27339297	9.68
27339515	13.59
27339790	6.13
27339814	16.6
27339817	3.7
27340016	15.19
27340041	3.35
27340735	4.03
27341246	5.16
27341905	7.69
27342349	0.0
27342545	10.22
27343081	0.25
27343082	0.8
27343083	7.2
27343504	4.7
27343778	7.84
27343884	4.87
27343927	5.69
27344034	5.59
27344118	7.7
27344129	10.61
27344424	2.84
27344501	9.0
27344620	0.92
27345337	13.38
27345679	4.61
27345828	8.72
27345830	13.94
27345842	1.21
27345890	5.1
27346620	19.76
27346774	8.62
27347013	10.42
27347014	10.42
27347531	0.0
27348110	7.05
27348233	6.32
27348381	7.08
27348382	7.08
27348386	11.55
27348668	11.67
27348893	9.71
27349231	3.59
27349416	0.0
27349417	6.47
27350090	6.46
27350136	1.48
27350216	30.58
27350257	3.15
27350568	9.18
27350790	3.62
27351075	7.11
27351942	9.86
27352008	8.69
27352584	6.01
27353903	0.94
27353949	13.7
27353999	14.49
27354004	2.68
27354394	6.43
27354637	4.5
27354638	14.35
27354662	35.82
27354828	13.25
27354924	30.63
27354935	8.33
27355066	11.71
27355132	5.71
27355176	10.86
27355234	3.02
27355431	4.76
27355497	5.16
27356172	9.38
27356175	4.14
27356240	3.9
27356241	0.0
27356333	3.13
27357024	17.2
27357049	0.0
27357185	14.29
27357950	8.0
27358161	8.36
27358290	16.74
27358357	13.14
27358358	2.47
27358688	4.79
27359048	12.43
27359056	4.06
27359196	22.13
27359607	6.39
27359833	0.0
27360381	18.72
27360382	7.09
27360566	0.0
27361282	2.84
27361500	11.97
27361544	60.96
27361599	0.37
27362424	14.82
27362457	1.82
27362546	7.79
27362664	7.73
27362665	7.73
27362779	0.03
27362900	10.51
27362901	10.51
27363117	12.55
27363196	1.5
27363479	5.56
27363546	0.71
27363921	5.28
27364169	15.86
27365051	3.0
27365195	8.47
27365202	38.11
27365580	10.2
27365629	12.46
27365857	11.11
27365956	4.06
27365995	8.86
27365996	8.86
27366137	2.23
27366492	12.22
27366713	9.88
27366776	3.29
27366862	6.82
27367333	6.59
27367396	8.99
27367425	4.28
27367624	15.41
27368426	8.2
27368485	8.23
27368696	9.19
27368862	13.25
27368910	10.09
27369010	5.49
27369270	12.24
27369280	1.86
27369486	11.29
27369602	5.99
27369903	0.0
27369919	5.04
27370254	22.24
27370453	9.68
27370455	9.05
27370858	5.22
27370921	14.91
27370991	9.99
27370992	9.49
27371085	19.71
27371363	6.43
27371422	1.13
27371423	1.13
27371913	11.0
27372345	11.53
27372456	0.0
27372791	7.16
27372918	10.95
27373009	1.52
27373188	0.0
27373611	0.0
27373800	11.24
27373901	0.02
27373970	10.8
27374131	6.0
27374403	4.14
27374406	11.48
27375668	3.03
27376179	25.75
27376204	3.87
27376473	3.1
27376949	1.11
27376986	1.66
27377229	4.9
27377421	0.0
27377714	6.81
27377715	6.81
27377842	6.72
27377843	0.05
27378566	9.67
27378830	7.89
27378858	16.48
27379359	16.17
27379497	3.0
27379595	20.7
27380151	16.63
27380210	4.43
27380211	14.35
27380603	22.79
27380680	2.58
27380708	15.32
27381173	27.46
27381425	7.62
27381470	6.19
27381561	0.54
27382060	9.82
27382061	9.82
27382074	1.32
27382075	1.32
27382274	7.57
27382293	3.77
27382294	3.77
27382846	5.95
27382866	3.87
27382928	3.06
27383128	0.0
27383213	20.82
27383278	17.34
27383402	14.93
27383514	4.03
27383667	18.62
27383854	12.44
27383855	10.69
27383856	10.69
27383857	11.76
27383859	11.76
27384048	4.17
27384147	3.26
27385425	3.38
27385653	1.58
27386424	18.21
27386431	6.54
27387122	5.17
27387170	3.4
27387271	0.67
27387287	18.52
27387288	6.52
27387432	6.24
27387433	6.24
27387687	10.26
27388060	12.55
27388569	9.25
27389121	3.93
27389246	3.9
27389760	19.1
27390257	17.87
27390286	7.66
27390691	18.74
27390865	0.0
27391364	0.13
27391366	0.13
27391503	2.04
27391709	1.32
27392387	1.21
27392891	15.87
27392933	3.4
27393625	13.36
27393628	14.83
27393844	12.88
27394044	1.66
27394557	0.0
27395031	10.01
27395053	6.19
27395056	6.19
27395057	6.19
27396114	5.45
27396198	5.79
27396379	38.26
27396512	7.31
27396575	2.13
27396578	2.13
27396594	5.11
27396661	8.56
27396779	2.39
27397101	31.77
27397303	18.35
27397456	10.58
27397893	7.63
27397894	7.63
27397896	7.63
27397924	9.55
27398023	1.34
27398251	11.71
27398317	9.25
27398600	0.0
27399706	8.2
27399707	3.32
27399708	15.45
27399970	10.2
27399999	16.04
27400541	7.72
27400665	13.81
27400671	6.89
27400963	0.99
27401004	7.51
27401241	14.74
27401242	14.74
27401294	9.69
27401297	9.69
27401364	13.77
27402354	16.21
27402562	14.53
27403032	14.81
27403036	5.2
27403133	21.38
27403624	7.62
27403625	7.62
27403717	14.97
27404051	1.55
27404147	8.36
27404153	0.0
27404166	12.2
27404167	12.2
27404863	9.58
27405028	4.8
27405252	3.7
27405303	5.92
27405354	18.62
27405420	20.27
27405610	5.27
27405701	3.27
27405703	3.27
27405795	24.22
27405828	8.27
27405838	8.44
27405917	7.67
27406004	16.15
27406014	6.78
27406096	3.36
27406184	11.61
27406484	4.46
27406619	12.78
27406646	11.99
27406781	8.2
27406930	22.27
27407057	31.68
27407440	14.62
27407583	16.84
27407783	14.11
27407812	5.62
27408201	4.74
27408284	10.39
27408515	9.38
27408517	4.67
27408742	8.58
27409058	25.14
27409207	2.17
27409850	11.24
27409980	11.65
27410114	7.43
27410455	12.63
27410516	2.97
27410694	12.18
27410695	27.98
27411451	0.29
27411452	0.29
27411659	4.51
27412048	11.81
27412111	8.84
27412174	7.62
27412458	2.6
27412716	0.0
27413051	15.44
27413174	5.03
27413181	0.62
27413198	0.0
27413247	10.9
27413259	6.53
27413441	2.48
27413754	8.67
27413982	20.66
27414026	10.23
27414027	10.23
27414044	10.29
27414086	4.55
27414122	0.08
27414129	0.78
27414134	0.78
27414326	14.43
27414442	5.13
27414443	9.09
27414556	5.03
27414792	4.06
27414956	12.76
27415294	5.94
27415454	0.29
27415488	14.85
27415686	6.94
27415688	10.79
27415706	6.66
27415707	3.0
27415808	1.24
27415896	24.48
27416092	8.0
27416555	2.36
27416730	8.89
27417536	4.63
27417588	6.65
27417785	0.0
27418107	20.24
27418324	11.77
27418519	1.8
27418522	1.33
27418744	19.54
27418911	9.65
27418915	9.65
27418916	7.34
27418930	11.07
27418974	7.32
27419229	15.54
27419324	17.91
27419399	9.6
27419537	1.26
27420408	5.02
27420457	0.49
27420844	2.9
27420932	1.86
27420953	10.68
27420955	10.68
27420956	10.68
27421162	6.06
27422111	5.37
27422134	24.27
27422321	14.86
27422484	2.1
27422640	34.83
27422903	9.45
27422954	0.12
27423389	13.98
27423423	21.05
27423583	0.46
27423679	12.7
27423854	13.69
27423855	13.69
27423856	13.52
27423922	4.94
27423935	4.02
27424004	13.86
27424039	7.82
27424307	0.86
27424310	0.86
27424311	0.86
27424312	4.37
27424487	14.0
27424488	7.51
27424527	0.12
27424681	4.96
27424682	18.05
27424853	5.82
27425207	13.13
27425208	13.13
27425274	1.32
27425386	2.05
27425397	25.16
27425552	0.25
27426057	7.86
27426063	0.0
27426149	9.31
27426279	2.79
27426289	6.64
27426348	0.01
27426383	8.86
27426507	7.58
27426589	4.25
27427191	13.12
27427496	3.21
27427607	0.29
27427689	0.0
27428512	0.68
27428892	12.43
27428893	12.43
27428984	3.09
27429420	15.21
27429421	15.21
27429555	0.0
27429773	8.68
27429995	17.64
27430127	20.71
27430249	19.06
27430646	9.98
27431652	9.79
27431697	2.5
27432002	9.2
27432369	0.72
27432605	0.12
27432955	24.67
27433068	15.86
27433144	9.29
27433233	3.54
27433502	9.87
27433637	22.82
27433830	17.01
27434652	22.28
27435047	23.11
27435152	5.28
27435431	16.67
27435648	11.13
27435735	10.17
27435743	16.01
27436706	14.04
27437100	7.67
27437146	9.15
27437147	2.3
27437350	6.1
27437509	12.8
27437561	5.93
27437631	0.0
27437961	3.37
27437962	3.37
27438085	5.5
27438323	3.82
27438347	8.89
27438594	2.75
27438726	19.46
27438727	19.46
27438897	18.08
27438988	11.32
27439102	7.24
27439458	0.0
27439539	12.82
27439544	10.43
27439545	10.43
27439628	15.8
27439629	12.56
27439643	3.95
27439662	16.43
27440181	41.54
27440627	1.79
27440628	1.79
27441160	8.89
27441286	14.52
27441334	26.62
27441656	16.77
27441657	16.77
27442108	38.36
27442118	6.28
27442120	6.28
27442238	25.83
27442330	11.53
27442411	9.58
27442412	13.63
27442534	18.79
27442535	18.79
27442560	8.01
27442561	14.62
27442588	4.44
27442937	0.12
27443384	8.16
27443547	3.57
27443640	10.68
27443641	10.68
27443905	27.53
27443928	0.0
27444208	6.55
27444232	5.84
27444436	14.34
27444746	9.85
27445065	0.0
27445118	6.32
27445140	0.25
27445141	3.53
27445225	11.17
27445252	8.73
27445272	14.76
27445304	4.0
27445402	6.87
27445875	6.51
27446134	17.78
27446229	1.86
27446495	19.72
27446497	8.85
27446729	6.97
27447020	12.29
27447072	0.0
27447096	18.51
27447408	6.12
27447409	6.12
27447570	23.71
27447596	16.16
27447701	13.59
27447835	11.25
27447836	11.25
27447898	4.01
27447976	0.0
27448001	15.02
27449486	6.82
27450053	14.72
27450183	5.92
27450944	7.98
27451379	9.63
27451797	14.24
27451944	1.26
27452087	15.59
27452490	19.65
27452760	1.42
27453188	29.81
27454232	11.65
27454917	4.62
27454918	17.05
27455020	5.72
27455022	5.72
27455030	22.11
27455126	3.09
27455127	10.06
27455214	5.33
27455275	8.92
27455310	0.0
27455356	22.06
27455456	9.52
27455458	13.81
27455734	1.54
27455887	13.64
27456120	7.0
27456137	17.49
27456321	11.14
27456965	19.64
27457185	17.29
27457408	4.64
27457548	5.07
27457550	19.26
27457607	7.17
27458040	10.58
27458281	21.02
27458447	11.03
27458735	9.03
27458779	3.63
27458881	4.86
27459907	3.09
27459910	16.66
27460304	6.17
27461039	8.72
27461040	2.79
27461086	16.93
27461517	12.25
27461622	5.76
27461818	5.96
27462034	9.14
27462085	13.96
27462166	6.82
27462199	9.76
27462294	2.57
27462413	22.04
27462484	0.37
27462903	12.95
27462946	4.8
27463342	21.61
27463514	9.29
27464186	0.62
27464294	17.48
27464377	5.45
27465097	32.77
27465671	1.07
27465785	0.0
27465831	1.73
27466074	1.82
27466403	1.32
27466515	7.17
27467098	27.16
27467290	10.76
27467291	10.76
27467498	10.41
27467747	3.17
27467981	2.44
27468094	1.48
27468121	10.18
27468122	10.18
27468418	5.97
27468661	6.24
27468956	5.48
27469545	10.99
27469913	12.25
27470092	6.42
27470552	9.78
27470956	6.1
27471288	14.94
27471289	8.85
27471735	16.83
27471887	4.85
27471998	32.36
27472130	10.95
27472250	1.64
27472456	4.14
27472543	10.03
27472628	5.49
27472693	2.62
27472730	13.15
27472789	14.44
27472951	2.94
27472954	2.94
27473020	10.43
27474079	19.62
27474313	1.11
27474645	4.38
27474646	5.9
27474647	5.9
27475097	9.38
27475257	25.9
27475258	9.86
27475979	10.65
27476004	6.52
27476208	17.58
27476209	0.99
27476252	0.0
27476370	6.86
27477725	2.31
27477812	22.98
27477813	5.42
27477902	2.7
27478370	9.93
27478371	16.98
27478390	0.0
27478665	6.63
27478750	13.89
27479031	11.61
27479320	18.6
27479321	27.73
27479322	27.73
27479436	25.98
27479594	8.29
27480504	9.4
27480505	9.4
27480506	9.4
27480719	16.41
27480720	16.41
27480724	18.33
27480971	0.25
27480975	11.66
27481112	3.37
27481190	13.08
27481411	2.76
27481502	4.91
27481700	15.18
27481701	13.33
27481807	16.93
27482016	14.28
27482017	14.28
27482075	7.27
27482076	7.27
27482114	5.98
27482148	21.68
27482412	10.49
27482523	6.56
27482721	14.88
27482742	27.23
27482910	4.07
27482911	4.07
27483235	3.11
27484336	0.2
27484640	1.65
27484662	2.47
27484697	9.82
27485060	1.52
27485061	12.33
27485127	33.56
27485246	26.85
27485627	10.08
27485709	7.59
27486035	4.4
27486094	79.65
27486251	8.08
27486335	14.1
27486957	15.4
27487101	12.04
27487175	6.37
27487276	4.37
27487277	4.37
27487358	5.88
27487440	5.02
27487996	15.21
27488031	9.52
27488335	15.87
27488423	8.04
27488571	1.07
27488834	11.84
27488835	11.84
27488879	4.03
27488942	9.59
27489096	5.73
27489693	7.6
27489920	2.87
27489927	8.36
27489933	9.43
27489939	2.9
27490047	0.5
27490716	7.29
27490767	4.57
27490773	4.57
27490855	13.33
27490856	13.33
27491516	19.66
27491716	6.52
27491718	6.52
27491719	6.52
27491756	2.1
27491757	2.1
27492057	28.83
27492497	13.99
27492517	3.94
27492518	3.94
27492772	10.71
27493290	10.71
27493323	7.71
27493334	7.47
27493604	7.34
27493889	10.0
27493900	5.33
27494072	2.57
27494155	3.06
27494282	19.5
27494938	11.25
27495059	11.85
27495068	3.61
27495069	3.61
27495312	9.66
27495629	18.02
27495682	6.33
27496307	3.27
27496758	29.4
27497162	2.79
27497599	15.38
27497604	1.18
27497698	11.21
27498026	0.0
27498277	0.0
27498652	7.97
27498802	5.73
27499278	10.64
27499681	4.72
27499701	1.95
27499936	7.6
27499996	6.54
27500741	20.37
27500943	9.36
27501241	0.0
27501264	4.77
27501479	1.82
27501481	1.82
27502283	8.11
27502285	8.11
27502883	14.19
27503015	2.82
27503801	14.8
27503877	12.32
27504028	9.26
27504218	0.0
27504236	3.23
27504291	12.42
27504360	6.03
27504486	0.0
27504665	12.03
27504749	6.77
27504750	0.0
27505009	20.14
27505011	11.87
27505333	7.48
27505418	6.48
27505419	6.48
27505907	13.45
27505908	13.45
27505909	13.45
27505948	7.79
27506137	3.91
27506147	9.45
27506149	10.99
27507103	0.0
27507176	6.02
27507379	5.7
27507630	17.54
27507631	17.54
27507776	11.62
27507791	10.68
27508463	1.12
27508632	13.34
27509059	18.83
27509097	28.45
27509102	28.45
27509133	20.69
27509306	2.06
27509375	19.47
27509668	8.27
27509709	4.33
27510149	6.9
27510423	9.62
27510732	4.56
27510919	4.69
27511019	5.9
27511618	8.12
27511720	18.92
27511721	18.92
27512266	10.79
27512274	8.73
27512301	6.43
27512375	6.44
27512425	6.51
27512665	8.47
27513012	7.85
27513046	6.83
27513249	1.86
27513250	1.86
27513981	1.29
27514086	4.66
27514105	10.51
27514106	10.51
27514308	18.6
27514424	1.4
27514475	9.68
27514642	8.46
27514869	5.39
27515378	10.24
27515492	10.86
27515757	2.23
27516098	16.71
27516099	16.71
27516155	22.05
27516253	6.84
27516570	1.31
27516838	9.96
27516839	9.96
27517134	15.56
27517135	15.56
27517221	14.44
27518083	28.82
27518184	25.66
27518310	17.79
27518359	9.04
27518551	10.33
27518941	8.13
27518969	21.37
27519027	9.99
27519373	7.62
27519775	17.24
27519939	13.34
27520070	1.11
27520255	16.6
27520277	14.66
27520472	17.05
27520571	1.96
27521142	16.98
27521792	5.38
27521947	11.0
27522676	6.09
27522891	1.95
27522985	0.0
27523039	14.21
27523040	15.86
27523054	0.0
27523256	2.43
27523257	11.51
27523694	18.83
27523701	12.94
27523829	5.97
27524014	23.17
27524177	6.69
27524427	12.85
27524777	27.34
27524778	13.64
27524857	11.11
27525081	2.45
27525196	4.72
27525246	7.88
27525339	0.0
27525368	16.25
27525442	1.62
27525975	10.96
27526392	10.57
27526457	9.67
27526704	16.56
27526765	0.28
27526766	0.28
27527042	4.38
27527070	4.72
27527205	9.81
27527512	0.0
27527698	10.46
27527699	6.97
27527700	4.85
27527925	13.75
27528349	10.66
27528399	12.48
27528400	7.98
27529297	3.58
27529361	0.0
27529402	11.52
27529403	11.52
27529550	8.27
27529690	0.25
27529879	17.6
27529931	8.13
27529992	11.01
27530123	16.98
27530338	10.28
27530446	2.46
27530874	5.48
27530928	8.89
27530942	10.33
27530948	3.51
27531253	7.62
27531638	12.71
27531731	13.46
27531751	6.45
27532044	15.89
27532309	13.96
27533108	13.27
27533269	2.82
27533379	9.22
27533692	2.34
27533797	0.89
27533826	0.45
27533978	17.06
27534094	5.27
27534241	4.38
27535260	0.0
27535885	18.79
27535886	5.92
27536104	11.22
27536227	4.21
27536228	2.85
27536841	7.17
27537334	0.35
27537343	5.3
27537770	8.61
27537891	0.62
27538127	3.86
27538133	10.41
27538346	0.0
27538547	12.21
27538624	4.32
27538744	6.63
27538772	2.51
27538832	9.53
27538914	2.42
27539001	37.27
27539187	20.88
27539453	9.84
27539700	9.43
27540317	6.07
27540539	10.74
27540611	9.18
27540648	2.17
27540731	9.57
27541001	6.08
27541190	7.57
27541191	7.57
27541193	7.57
27541404	11.97
27541469	14.6
27542801	16.39
27543063	1.25
27543190	3.41
27543285	10.74
27543934	10.96
27544108	14.3
27544494	0.0
27544495	10.81
27544572	8.16
27544839	1.23
27545000	0.0
27545143	12.01
27545244	16.2
27545733	0.0
27546275	7.07
27546429	12.39
27546585	23.99
27546650	14.69
27546700	3.34
27547087	16.81
27547399	10.09
27547414	2.48
27547619	6.33
27548451	23.53
27548659	2.69
27548971	13.15
27549562	5.83
27550287	9.99
27550288	9.99
27550834	5.69
27550877	34.83
27551079	10.11
27551264	6.64
27551306	12.69
27551405	9.08
27551494	11.95
27551593	17.26
27551596	17.26
27551684	6.62
27552105	3.45
27552732	1.86
27552780	11.75
27552994	15.26
27553634	12.15
27553713	9.54
27553826	2.79
27553850	2.06
27553851	10.82
27554095	28.62
27554151	14.46
27554351	21.26
27554448	22.69
27555200	77.03
27555201	77.03
27555222	6.54
27555300	10.67
27555324	9.78
27555496	9.07
27555722	9.89
27555753	34.44
27556428	1.91
27556812	6.28
27556899	1.27
27557113	11.35
27557455	0.25
27557834	9.06
27557892	3.39
27557893	5.95
27557958	1.07
27558922	0.0
27559195	6.1
27559198	6.13
27559305	8.67
27559392	15.39
27559748	16.01
27560097	0.21
27560769	13.01
27560863	1.21
27561645	27.33
27561646	27.33
27561667	9.1
27561962	18.78
27561983	38.67
27562228	8.76
27562229	8.76
27564043	7.67
27564292	18.88
27564381	1.14
27564543	10.11
27564566	5.74
27564582	12.11
27564800	14.43
27564862	58.17
27564929	9.34
27565279	6.11
27565363	16.14
27565472	26.93
27565496	8.53
27565541	16.68
27565625	7.45
27565966	6.16
27566096	4.72
