1209557,832,86400,0.96,0.06
1209558,17664,259200,6.81,1.24
1209651,31935,86400,36.96,2.25
1209652,75141,259200,28.99,5.28
1209654,399,172800,0.23,0.03
1210262,14259,172800,8.25,1
1210263,32905,172800,19.04,2.31
1210264,27406,172800,15.86,1.93
1210266,19005,172800,11,1.34
1210267,32430,86400,37.53,2.28
1210268,53269,172800,30.83,3.75
1210270,22918,172800,13.26,1.61
1210361,27718,259200,10.69,1.95
1210362,18053,345600,5.22,1.27
1210363,26422,172800,15.29,1.86
1210364,41337,345600,11.96,2.91
1210368,586,172800,0.34,0.04
1210463,49618,172800,28.71,3.49
1210466,4959,259200,1.91,0.35
1210467,26324,345600,7.62,1.85
1210468,3883,172800,2.25,0.27
1210470,8665,172800,5.01,0.61
1210471,75886,172800,43.92,5.34
1210561,20027,345600,5.79,1.41
1210661,7563,259200,2.92,0.53
1210762,559,172800,0.32,0.04
1210861,9815,172800,5.68,0.69
1211161,8910,259200,3.44,0.63
1212062,44890,259200,17.32,3.16
1212063,10032,345600,2.9,0.71
1212065,41183,259200,15.89,2.9
1212066,46993,172800,27.2,3.3
1212161,628,86400,0.73,0.04
1212163,25481,172800,14.75,1.79
1212261,30833,259200,11.9,2.17
1212263,7445,172800,4.31,0.52
1213161,13866,259200,5.35,0.98
1213162,11852,172800,6.86,0.83
1213163,76564,259200,29.54,5.38
1213164,7031,172800,4.07,0.49
1213166,10471,259200,4.04,0.74
1213168,30633,172800,17.73,2.15
1213261,34367,259200,13.26,2.42
1213262,10784,172800,6.24,0.76
1213264,11952,172800,6.92,0.84
1213265,6459,259200,2.49,0.45
1213266,40853,259200,15.76,2.87
1213267,9668,172800,5.59,0.68
1213268,30375,172800,17.58,2.14
1213269,679,86400,0.79,0.05
1213361,63794,172800,36.92,4.49
1213362,6732,172800,3.9,0.47
1213363,24411,172800,14.13,1.72
1213364,5709,172800,3.3,0.4
1213366,40271,259200,15.54,2.83
1213367,10905,259200,4.21,0.77
1213368,6590,259200,2.54,0.46
1213369,45080,259200,17.39,3.17
1213370,7393,172800,4.28,0.52
1213371,45509,172800,26.34,3.2
1213372,4113,172800,2.38,0.29
