1209557,38503,86400,44.56,1.99
1209558,18866,259200,7.28,0.98
1209651,6628,86400,7.67,0.34
1209652,50836,259200,19.61,2.63
1209653,2884,345600,0.83,0.15
1209654,399,172800,0.23,0.02
1210262,26216,172800,15.17,1.36
1210263,37693,172800,21.81,1.95
1210264,35716,172800,20.67,1.85
1210266,51238,172800,29.65,2.65
1210267,3897,86400,4.51,0.2
1210268,12681,172800,7.34,0.66
1210269,24933,172800,14.43,1.29
1210270,19784,172800,11.45,1.02
1210361,50620,259200,19.53,2.62
1210362,14361,345600,4.16,0.74
1210363,36033,172800,20.85,1.87
1210364,45265,345600,13.1,2.35
1210368,11534,172800,6.67,0.6
1210463,33294,172800,19.27,1.72
1210464,565,86400,0.65,0.03
1210466,24244,259200,9.35,1.26
1210467,46314,345600,13.4,2.4
1210468,8215,172800,4.75,0.43
1210469,12209,172800,7.07,0.63
1210470,36629,172800,21.2,1.9
1210471,99641,172800,57.66,5.16
1210561,52503,345600,15.19,2.72
1210661,50900,259200,19.64,2.64
1210762,5048,172800,2.92,0.26
1210763,4481,259200,1.73,0.23
1210764,11319,86400,13.1,0.59
1210861,81120,172800,46.94,4.2
1211161,12335,259200,4.76,0.64
1212062,8821,259200,3.4,0.46
1212063,46444,345600,13.44,2.41
1212066,75807,172800,43.87,3.93
1212161,21509,86400,24.89,1.11
1212162,13073,259200,5.04,0.68
1212163,47806,172800,27.67,2.48
1212164,6590,259200,2.54,0.34
1212165,12165,172800,7.04,0.63
1212261,21866,259200,8.44,1.13
1212263,9739,172800,5.64,0.5
1213161,32042,259200,12.36,1.66
1213162,17239,172800,9.98,0.89
1213163,14459,259200,5.58,0.75
1213164,26940,172800,15.59,1.4
1213165,3861,172800,2.23,0.2
1213166,5938,259200,2.29,0.31
1213168,38052,172800,22.02,1.97
1213261,5757,259200,2.22,0.3
1213262,6568,172800,3.8,0.34
1213264,12337,172800,7.14,0.64
1213265,10780,259200,4.16,0.56
1213266,40734,259200,15.72,2.11
1213267,16009,172800,9.26,0.83
1213268,20695,172800,11.98,1.07
1213269,5318,86400,6.16,0.28
1213361,84699,172800,49.02,4.39
1213362,10810,172800,6.26,0.56
1213363,63374,172800,36.67,3.28
1213364,10204,172800,5.91,0.53
1213365,10279,172800,5.95,0.53
1213366,825,259200,0.32,0.04
1213367,14428,259200,5.57,0.75
1213368,236,259200,0.09,0.01
1213369,56573,259200,21.83,2.93
1213371,49913,172800,28.88,2.59
1213372,95181,172800,55.08,4.93
1213373,46228,345600,13.38,2.39
