29028763,364,12.07
29192138,356,21.45
34864815,252,32.49
27277649,193,10.94
27518969,171,21.37
26531737,615,11.52
33624130,699,16.26
29466384,663,13.01
27858928,522,14.98
28704786,234,13.85
26844301,361,21.2
28919026,783,10.16
26863191,786,28.4
27397893,259,7.63
32394521,297,5.61
27564862,238,58.17
31574958,2006,6.86
26800722,565,22.68
29366096,126,2.29
27711422,413,16.35
27820663,288,13.16
27397896,259,7.63
33681734,485,0
26768583,463,0.26
28546281,382,0.25
27574320,188,10.17
27929545,606,7.08
28665783,3634,6.9
28168860,233,11.41
28161672,191,5.36
27120453,629,6.99
29334495,198,0
29507695,1135,13.86
28670696,107,0.62
26736654,297,1.61
28008802,146,3.81
29312809,364,5.75
32107184,121,17.33
29312807,364,5.75
34462705,142,7.04
32870411,318,11.64
33008747,1,9.68
33262080,98,0
27382060,127,9.82
26699107,668,5.98
30437737,364,5.78
28663373,238,2.38
28254072,161,15.92
34617832,690,7.52
29658514,165,1.17
29414923,612,6.7
28254074,161,15.92
29040308,515,11.65
32922029,91,4.84
28347468,253,3.33
32289422,146,1.3
31091681,464,5.66
26920892,505,4.28
29553139,288,15.89
28952772,439,9.81
27308809,117,7.82
26814681,157,14
29012704,250,1.84
27609177,141,2.4
28597553,721,11.72
27619637,89,5.4
32674453,832,20.09
34448095,585,11.53
29838398,191,6.75
26934003,171,9.59
33777885,3205,12.39
26754953,374,1.05
33033874,320,27.98
28154651,98,5.78
34793533,485,3.08
28154652,98,5.78
28151382,1,24.61
28581141,318,13.94
26628524,390,16.73
26707097,1078,20.78
26936899,286,11.55
27179424,222,0.34
34731144,297,20.93
29892267,135,0
27581445,118,7.65
27190372,390,6.51
27581443,118,7.65
26914028,364,8.42
27581444,118,9.58
27678044,839,3.7
28021956,127,8.27
28076797,692,1.27
35171953,1011,9.07
26785687,1,11.38
28111597,786,19.44
26712590,75,13.75
27006342,471,16.45
34751921,182,12.28
27723100,253,16.01
28810916,378,11.65
27745497,949,2.39
29420913,364,25.39
26808788,147,6.43
26696722,254,3.77
28637895,256,4.19
28637897,4994,7.33
32840598,171,13.06
31882953,123,12.32
26695510,248,11.26
27941963,193,0
28338904,126,8.38
31882954,123,6.32
27579935,161,1.61
26880577,99,0
32068276,379,11.86
29612570,51,3.36
28923301,164,8.09
29150141,2057,0.27
27482016,691,14.28
28342043,646,12.3
28479717,297,3.19
32921140,756,34.37
27014091,186,8.61
29107755,269,8.49
26695508,248,7.08
27936841,177,9.02
27796219,122,11.99
29874657,104,16.95
26691261,121,4.29
28661153,325,9.55
34693504,120,15.63
28920154,122,19.69
27051499,112,0
26675332,168,11.43
26675333,303,6.2
32153781,405,0
27217556,67,8.26
27104043,248,26.85
28416528,351,24.58
27241425,118,3.37
26696719,254,3.77
28926807,723,0.24
34889448,929,8.15
27092681,266,9.16
27679380,855,9.31
27548451,247,23.53
28716384,439,0
27704722,158,6.12
27981722,779,4.73
26831629,375,4.25
27056719,914,0.88
29700592,115,19.62
29130643,477,32.41
26691130,409,12.2
26933106,266,8.83
27138950,267,0
29013791,485,6.05
27117598,178,10.2
27003666,275,4
28794839,1,2.18
27860837,183,8.9
32948392,165,12.82
27468661,305,6.24
27166063,336,5.06
27088366,477,12.63
28439751,98,15.95
28506439,171,5.46
26795573,161,4.29
26793155,368,12.33
27629076,455,12.55
27909088,338,11.59
27339817,107,3.7
29051260,552,15.27
27308508,259,11.38
28053912,290,6.56
28216613,2243,5.51
27030498,502,0
27050544,1,9.46
27905719,165,13.11
27669894,326,5.55
28674767,310,1.82
26768742,324,3.58
28506440,171,5.46
35031325,2708,11.85
29567250,321,7.85
28257959,375,1.72
31250186,431,15.15
29162313,439,2.33
29515595,224,10.67
27635061,292,4.6
29052345,297,68.7
27878009,259,11.67
27635062,292,6.3
27493290,196,10.71
28684560,282,4.54
26800101,300,1.28
27885453,1065,23.68
27145930,149,6.32
27740258,191,9.03
27878010,259,11.67
28003750,316,9.54
27248587,290,7.62
28176764,158,13.59
26725247,275,6.06
26795596,232,6.75
26941387,612,13
27578650,1,0
26793058,181,5.52
26917075,233,5.48
26995486,145,5.28
27714563,142,5.36
26803144,532,18.03
31306889,240,6.27
26771946,275,35.52
28021892,91,10.06
26716528,234,7.34
27564566,113,5.74
27695237,185,6.38
26877526,453,8.21
30961056,316,5.75
27501481,259,1.82
28196934,188,0.07
28709493,371,0.87
31224598,1,11.61
28144216,393,20.17
28121110,205,1.99
27468418,253,5.97
28121111,205,129.3
26933791,234,9.28
27452087,778,15.59
33141345,271,8.06
26792878,288,26.35
28960673,783,10.16
28721633,98,15.95
28352417,193,5.88
31072036,297,33.17
29017550,234,16.74
26880919,149,10.64
29197333,196,32.16
29149572,369,13.11
27878391,205,11.95
27501479,259,1.82
33046421,1,0.87
26790583,165,11.48
26922780,288,15.49
34477980,266,12.26
29530837,245,5.28
27445225,382,11.17
26746881,171,3.18
30265930,150,3.69
27937195,439,0
29659945,256,16.49
27055239,633,0
28517648,275,15.43
27181130,223,38.03
29020396,266,14.51
34477979,266,7.96
31996068,234,11.72
29866529,383,4.23
27570300,977,30.74
28563789,223,4.13
27349417,157,6.47
26835484,253,3.66
27526704,165,16.56
32950700,318,2.18
26871562,122,0.37
29874703,209,7.76
31502089,1123,8.42
27724934,144,8.52
29874702,209,7.56
28631277,498,20.45
26886278,318,0
32796888,165,6.55
28218398,3604,32.77
29610542,91,10.22
28071943,224,10.67
28894500,290,1.94
31179974,330,4.58
26733462,275,0.22
32796891,165,15.03
27884174,1575,21.6
29103673,519,7.16
26733464,275,2.81
28100296,164,6.13
26986814,479,6.94
27401241,779,14.74
32742232,173,3.73
27388060,161,12.55
27379595,118,20.7
27700195,127,0.27
32742233,668,1
27169370,91,2.52
29136330,641,16.8
27880711,1065,2.76
29279706,217,3.38
28600680,238,45.67
28078672,168,6.37
27555496,259,9.07
31066366,230,7.91
28560815,161,16.17
32582061,191,8.64
26841256,368,8.15
29744751,90,9.92
27593845,259,11.97
28176452,288,15.95
28799455,201,10.39
26845977,318,19.33
26738200,201,13.17
28811623,217,12.38
26738201,201,13.17
27591662,426,30.92
29686701,360,0.86
34013823,171,4.76
28176454,832,6.88
27528349,1177,10.66
28932186,319,11.96
27916969,171,5.42
26921647,6307,7.37
27633340,211,0
29388617,364,14.52
27210770,587,4.58
27348893,372,9.71
33753371,2689,2.19
28021587,127,9.69
29597072,288,24.25
28625941,191,3.95
33224363,616,18.1
29755413,171,13.06
27221300,283,7.99
31128650,7431,0.82
28171453,188,1.67
32414409,297,25.73
