1209557,37904,86400,43.87,2.49
1209558,4999,259200,1.93,0.33
1209651,39520,86400,45.74,2.6
1209652,55882,259200,21.56,3.67
1209653,1495,345600,0.43,0.1
1209654,399,172800,0.23,0.03
1210261,6315,86400,7.31,0.41
1210262,7053,172800,4.08,0.46
1210263,30004,172800,17.36,1.97
1210264,6524,172800,3.78,0.43
1210266,10066,172800,5.83,0.66
1210267,5164,86400,5.98,0.34
1210268,39580,172800,22.91,2.6
1210270,13986,172800,8.09,0.92
1210361,8769,259200,3.38,0.58
1210362,49574,345600,14.34,3.26
1210363,30443,172800,17.62,2
1210364,20127,345600,5.82,1.32
1210366,864,86400,1,0.06
1210368,7250,172800,4.2,0.48
1210463,8653,172800,5.01,0.57
1210464,565,86400,0.65,0.04
1210466,2008,259200,0.77,0.13
1210467,45152,345600,13.06,2.97
1210468,14961,172800,8.66,0.98
1210469,32130,172800,18.59,2.11
1210470,508,172800,0.29,0.03
1210471,78622,172800,45.5,5.16
1210561,3823,345600,1.11,0.25
1210661,6801,259200,2.62,0.45
1210762,17022,172800,9.85,1.12
1210764,5636,86400,6.52,0.37
1210861,11465,172800,6.63,0.75
1211161,42244,259200,16.3,2.78
1212062,5752,259200,2.22,0.38
1212063,26626,345600,7.7,1.75
1212066,87456,172800,50.61,5.75
1212161,12178,86400,14.09,0.8
1212163,36662,172800,21.22,2.41
1212164,7517,259200,2.9,0.49
1212261,62384,259200,24.07,4.1
1212263,32752,172800,18.95,2.15
1213161,69865,259200,26.95,4.59
1213162,18658,172800,10.8,1.23
1213163,14102,259200,5.44,0.93
1213164,8277,172800,4.79,0.54
1213165,38649,172800,22.37,2.54
1213166,10602,259200,4.09,0.7
1213168,27910,172800,16.15,1.83
1213262,7635,172800,4.42,0.5
1213264,14058,172800,8.14,0.92
1213265,1093,259200,0.42,0.07
1213266,46117,259200,17.79,3.03
1213268,37994,172800,21.99,2.5
1213361,14311,172800,8.28,0.94
1213362,8100,172800,4.69,0.53
1213363,18093,172800,10.47,1.19
1213365,41927,172800,24.26,2.75
1213366,4723,259200,1.82,0.31
1213367,7868,259200,3.04,0.52
1213368,63841,259200,24.63,4.19
1213369,52013,259200,20.07,3.42
1213371,19019,172800,11.01,1.25
1213372,73162,172800,42.34,4.81
1213373,7364,345600,2.13,0.48
