29158224,1217,12.09
28686595,813,13.02
27277649,193,10.94
27518969,171,21.37
27714263,139,17.64
33624130,699,16.26
26903727,482,5.7
28919026,127,10.16
26863191,786,28.4
31574958,156,6.86
29366096,126,2.29
27820663,288,13.16
27072290,263,1.44
27840954,297,18.77
27878663,201,9.66
26768583,233,0.26
26863856,90,46.72
27238700,351,7.51
28665783,330,6.9
28168860,373,11.41
27120453,242,6.99
29334495,198,0
29507695,1135,13.86
28008802,146,3.81
32107184,121,17.33
29192140,356,21.45
29312807,364,5.75
27445140,596,0.25
34839634,185,6.36
33008747,1,9.68
27098904,576,14.74
27502283,139,8.11
33262080,98,0
30437737,364,5.78
28663373,238,2.38
29658513,552,1.61
29838166,127,20.2
28254074,161,15.92
29040308,515,11.65
27160016,113,21.98
29103088,1010,6.1
32289422,146,1.3
26790176,537,7.53
27461086,157,16.93
26814681,883,14
26887705,222,0.41
27044933,91,0
27609177,141,2.4
27611477,161,0
27875159,217,0
27619637,89,5.4
32674453,288,20.09
29838398,681,6.75
34873633,196,28.61
28300745,658,20.37
26628524,390,16.73
27179424,222,0.34
27179425,222,0.34
27875160,217,0
34731144,297,20.93
34668948,365,11.5
27196598,1114,28.23
27581445,118,7.65
32837292,178,7.87
27678044,193,3.7
28921140,182,5.02
28076797,692,1.27
29466065,196,14.02
35171953,1011,9.07
28971239,178,0
28627736,127,7.42
28581372,135,7.56
28111597,786,19.44
28021953,127,8.27
27370254,623,22.24
27745497,206,2.39
26808788,147,6.43
26696722,254,3.77
29183476,308,9.28
29317060,135,15.06
31882953,123,12.32
26696720,254,3.77
27941963,193,0
28338904,126,8.38
27579935,161,1.61
31136695,198,12.92
26693570,1,6.07
29612570,51,3.36
28923301,164,8.09
28031638,431,8.67
28479717,1028,3.19
32921140,185,34.37
27359048,311,12.43
28170067,1,2.97
27367425,700,4.28
27936841,177,9.02
28677063,193,6.14
33025684,365,11.21
26691261,121,4.29
28661153,325,9.55
34693504,120,15.63
28920154,122,19.69
27051499,112,0
27217556,67,8.26
28751477,161,6.71
28416528,351,24.58
29550622,305,5.23
30406769,522,13.28
26696719,254,3.77
28008795,146,3.81
27092681,266,9.16
27679380,372,9.31
27548451,2400,23.53
27981722,779,4.73
27056719,118,0.88
29130643,477,32.41
27536227,217,4.21
26691130,409,12.2
29773584,473,6.21
26933106,266,8.83
29553323,171,9.99
27177849,458,6.65
27166063,336,5.06
27088366,477,12.63
29059307,163,9.1
28439751,98,15.95
26795573,161,4.29
26769049,1,21.7
27909088,429,11.59
27339817,107,3.7
26905506,1,5.99
28477222,1280,13.94
28216613,240,5.51
26658417,390,3.63
27030498,502,0
27050544,1,9.46
27905719,165,13.11
34974198,115,2.54
27008203,446,12.46
27149052,395,13.64
28506440,2646,5.46
35031325,296,11.85
34705142,182,14.28
27493290,196,10.71
27305231,141,11.04
29699359,90,12.65
26710753,1014,10.92
28856788,403,6.1
29145679,178,0
28176764,158,13.59
27938546,2942,7.05
26725247,275,6.06
27578650,1,0
26914128,107,2.98
26807987,471,4.17
26793058,181,5.52
27602493,524,8.37
26917075,233,5.48
26995486,522,5.28
27714563,142,5.36
29549838,630,4.65
26803144,532,18.03
28021892,91,10.06
26716528,234,7.34
27564566,113,5.74
27695237,185,6.38
31059622,1172,9.51
29313639,338,15.16
27859526,230,6.23
28709493,371,0.87
27803022,259,0.24
28121110,205,1.99
28121111,205,129.3
28960673,127,10.16
26737443,224,1.68
29017550,234,16.74
26880919,149,10.64
29197333,196,32.16
29149572,165,13.11
28160401,90,0.84
26790584,165,0
26790583,165,11.48
28881428,164,0.12
28376054,492,4.92
27837361,421,27.34
27236459,171,8.6
27445225,382,11.17
27340041,132,3.35
27937195,439,0
29694306,397,0.51
34477979,266,7.96
27429421,171,15.21
27570300,977,30.74
27332411,446,1.74
28497556,171,14.24
27178888,297,4.66
32950700,318,2.18
27619635,89,5.4
26871562,122,0.37
29874703,508,7.76
31502089,1123,8.42
29874702,209,7.56
32796888,165,6.55
27962967,1046,0.07
31179974,330,4.58
27846053,217,12.7
32349529,193,0.04
32796891,369,15.03
28100296,164,6.13
26986814,479,6.94
28392302,163,4.73
32742232,173,3.73
27379595,118,20.7
29143337,372,2.77
27169370,91,2.52
27880711,165,2.76
26809327,90,1.8
27010232,201,2.99
31066366,230,7.91
26841256,368,8.15
28720334,610,8.16
28600679,238,45.67
32022676,423,5.53
26845977,318,19.33
26738200,201,13.17
28811623,217,12.38
26738201,201,13.17
27641061,259,13.92
28706072,324,6.93
29102238,756,13.85
28932186,319,11.96
32801843,179,6.52
26531740,168,11.52
27348893,372,9.71
33753371,4338,2.19
28021585,3776,9.69
28021586,127,9.69
28869916,178,4.76
28021587,127,9.69
28625941,191,3.95
26808914,143,1.78
26790781,1792,6.37
29755413,171,13.06
